ZCTA,Total_Population,Male_Under_5,Male_5_to_9,Male_10_to_14,Male_15_to_17,Male_18_to_19,Male_22_to_24,Male_25_to_29,Male_30_to_34,Male_35_to_39,Male_40_to_44,Male_45_to_49,Male_50_to_54,Male_55_to_59,Male_60_to_61,Male_62_to_64,Male_65_to_66,Male_67_to_69,Male_70_to_74,Male_75_to_79,Male_80_to_84,Male_85_plus,Female_Under_5,Female_5_to_9,Female_10_to_14,Female_15_to_17,Female_18_to_19,Female_22_to_24,Female_25_to_29,Female_30_to_34,Female_35_to_39,Female_40_to_44,Female_45_to_49,Female_50_to_54,Female_55_to_59,Female_60_to_61,Female_62_to_64,Female_65_to_66,Female_67_to_69,Female_70_to_74,Female_75_to_79,Female_80_to_84,Female_85_plus,Total_Race,White_Alone,Black_Alone,AI_AN_Alone,Asian_Alone,NHPI_Alone,Other_Race_Alone,Two_or_More_Races,Total_Ethnicity,Not_Hispanic,Hispanic_Latino,Total_Education,Male_Less_9th,Male_Some_HS,Male_HS_Grad,Male_Some_College,Male_Associates,Male_Bachelors,Male_Graduate,Female_Less_9th,Female_Some_HS,Female_HS_Grad,Female_Some_College,Female_Associates,Female_Bachelors,Female_Graduate,Total_Employment,In_Labor_Force,Civilian_Labor_Force,Employed,Unemployed,Armed_Forces,Not_in_Labor_Force,Median_Household_Income,Per_Capita_Income,Total_Households,Population_Under_18,Population_18_to_64,Population_65_plus,Working_Age_25_54,Less_than_HS,HS_Grad_or_Equivalent,Some_College,Associates_Degree,Bachelors_or_Higher,Labor_Force_Participation_Rate,Unemployment_Rate,Pct_White,Pct_Black,Pct_Asian,Pct_Hispanic
75001,16633,413,239,245,79,115,529,1370,1339,834,609,635,591,244,81,258,237,118,98,30,74,41,323,252,229,128,108,633,1481,922,763,644,568,331,454,135,226,207,185,346,97,39,48,16633,9243,2949,101,1226,0,1187,1927,16633,12110,4523,13005,6559,16,0,0,99,191,17,22,53,782,264,977,330,2778,14872,12188,12149,11749,400,39,2684,77598.0,55053.0,9355,1908,12870,1520,10087,6650,782,264,1076,3316,81.95,3.29,55.57,17.73,7.37,27.19
75002,72679,2156,2990,2875,2160,1292,941,1872,2038,1714,2770,3187,3172,2970,1356,865,892,602,1089,492,261,235,1865,2350,3057,1481,1123,1318,1991,1513,2148,2349,3697,2481,2887,643,1140,643,842,1027,894,454,459,72679,45714,9462,504,7663,0,1930,7406,72679,63287,9392,46683,23515,168,82,194,71,40,179,135,201,3200,1010,2982,1829,8790,56113,37774,37745,36013,1732,29,18339,119301.0,49655.0,22731,18934,43467,7890,28932,24019,3282,1204,3053,10838,67.32,4.59,62.9,13.02,10.54,12.92
75006,48062,1689,1392,1535,995,660,1283,2097,1758,1820,1900,1480,1642,1422,485,486,499,557,777,726,242,226,1237,1562,1433,895,418,933,1999,1783,2204,1360,1654,1408,1381,631,857,505,690,868,885,338,306,48062,31228,4361,112,3409,2,2836,6114,48062,24862,23200,32986,16117,306,128,894,381,264,181,268,319,3892,870,2325,814,3830,38515,28406,28361,27304,1057,45,10109,79672.0,41217.0,18491,10738,29661,6619,21105,17010,4020,1764,2706,5089,73.75,3.73,64.97,9.07,7.09,48.27
75007,54498,1050,1094,1637,1244,732,1127,2158,1813,2523,1819,1962,1866,2310,734,1319,560,644,1024,567,531,118,1074,963,1631,1129,648,977,1621,1967,2059,1786,2182,2077,2415,1085,928,571,1021,952,645,484,264,54498,30318,4460,281,8755,408,2207,8069,54498,39506,14992,40005,19948,643,64,370,15,140,157,117,295,3929,1177,2795,1564,5902,46340,33706,33706,32491,1215,0,12634,105969.0,47625.0,20170,9822,36108,7381,23833,21003,3993,1547,2810,7763,72.74,3.6,55.63,8.18,16.06,27.51
75009,28109,1011,1280,1332,742,356,221,749,1044,1350,1572,656,688,689,822,183,209,383,743,299,244,8,791,1047,1177,1013,235,303,463,874,1608,1195,693,865,549,180,150,185,646,588,227,131,76,28109,21012,1554,183,1528,61,355,3416,28109,23438,4671,18069,9639,21,0,412,69,0,15,1,140,1649,627,1428,840,3269,20895,14164,14132,13433,699,32,6731,153658.0,53193.0,8507,8393,15445,3739,11757,9801,1649,1039,1497,4124,67.79,4.95,74.75,5.53,5.44,16.62
75010,31609,1056,618,1092,535,319,517,1365,1448,908,1300,1124,1202,895,325,369,306,251,361,127,86,192,775,755,870,508,354,557,1085,1778,1617,1210,1521,1307,1286,337,649,256,341,413,171,269,461,31609,14963,4988,121,8497,39,957,2044,31609,26935,4674,22960,10259,128,16,30,0,20,50,19,225,1298,533,1588,842,3732,26220,20110,20110,19280,830,0,6110,98567.0,53892.0,12616,6209,21473,3234,15865,10631,1314,563,1588,4644,76.7,4.13,47.34,15.78,26.88,14.79
75013,46649,936,2045,1823,1141,790,965,1387,1372,1429,1792,2277,1648,1897,433,721,351,371,542,187,496,199,1037,1791,2333,847,653,434,1284,991,2565,1939,2005,2183,1574,431,513,440,468,535,603,321,144,46649,25684,3326,14,13920,11,997,2697,46649,42373,4276,31098,15102,77,0,12,36,30,0,68,192,1490,417,2018,813,5054,36020,26806,26802,25886,916,4,9214,149549.0,63196.0,16562,11953,29283,4657,20872,15439,1490,429,2054,5897,74.42,3.42,55.06,7.13,29.84,9.17
75019,44706,1414,1844,2134,1023,355,637,1023,1396,1572,1828,2061,1883,1478,716,930,364,666,500,227,162,70,1293,1534,1740,1266,494,580,1049,1385,2143,1935,1903,1675,1515,690,590,603,427,449,330,241,189,44706,24246,2387,171,13956,59,827,3060,44706,38449,6257,30000,14876,124,61,78,0,7,28,0,101,1243,435,1594,621,5768,34092,25447,25447,24985,462,0,8645,136679.0,70569.0,16923,12248,27838,4228,19853,15101,1304,513,1594,6424,74.64,1.82,54.23,5.34,31.22,14.0
75022,27000,780,762,1475,810,542,594,419,456,561,995,1102,1547,1536,448,426,140,395,420,207,67,173,691,865,1028,1049,220,347,499,505,753,990,1142,1309,1345,271,368,301,233,345,266,113,81,27000,19275,759,52,4253,0,1348,1313,27000,23342,3658,17413,8892,150,0,93,70,0,37,0,40,782,198,729,393,3996,20989,14378,14378,13920,458,0,6611,179892.0,73522.0,9029,7460,16375,2741,10278,9082,782,291,799,4426,68.5,3.19,71.39,2.81,15.75,13.55
75023,49376,1152,1429,1222,706,460,1086,1839,2023,1922,1939,1517,1663,1716,387,948,540,803,956,534,315,198,1604,1263,1476,971,644,1190,1861,1696,1814,1217,1420,1661,1671,775,1265,640,814,1012,657,518,466,49376,31920,4436,100,6526,0,1515,4879,49376,41675,7701,34787,17300,348,57,95,58,111,78,122,230,2327,905,2558,1361,6038,40584,28770,28734,27518,1216,36,11814,101246.0,47033.0,18408,9823,30714,7453,20572,18000,2384,1000,2616,7588,70.89,4.23,64.65,8.98,13.22,15.6
75024,43520,1174,1239,1551,983,279,842,1717,1804,1913,2002,1503,2013,1233,498,598,443,359,493,243,118,193,1046,1244,1311,787,539,1230,1900,1948,1595,1543,2076,1663,1422,497,655,392,343,457,347,157,286,43520,19137,4123,182,15992,8,1268,2810,43520,40166,3354,30411,15130,93,0,12,23,11,32,0,62,1080,351,1262,745,6221,35098,25872,25856,24662,1194,16,9226,114623.0,67014.0,17915,9335,29470,3831,21677,15285,1080,363,1285,7009,73.71,4.62,43.97,9.47,36.75,7.71
75025,54201,1541,1929,1891,1550,759,899,1237,1533,1484,2130,2567,2164,1894,1050,892,359,676,524,529,245,165,1344,1915,2143,1212,820,885,1102,1550,2007,2796,1975,2234,2389,610,842,431,679,891,501,287,463,54201,24467,5335,116,19356,95,788,4044,54201,48827,5374,36206,17449,182,0,93,47,11,71,47,43,2108,541,1689,775,5795,42382,29775,29775,28094,1681,0,12607,134740.0,56605.0,18492,13525,33819,5750,22779,17721,2108,634,1736,6652,70.25,5.65,45.14,9.84,35.71,9.91
75028,47751,1202,1722,2301,1173,685,565,846,1064,1516,1857,1906,2065,2309,725,1206,417,595,840,339,174,123,879,1704,1969,1243,360,496,761,1224,1427,2201,2063,2268,2130,574,721,884,646,757,483,316,325,47751,35554,1716,223,5683,2,897,3676,47751,42673,5078,32762,15982,133,0,0,46,5,61,11,90,1601,937,1855,864,6985,37126,27080,27080,25958,1122,0,10046,143712.0,61401.0,17404,12193,28969,5899,19198,16216,1601,937,1901,7915,72.94,4.14,74.46,3.59,11.9,10.63
75032,36514,1247,1354,1469,858,725,537,673,1106,1138,1434,1350,1394,1254,499,477,300,368,480,367,126,269,986,1133,1426,1164,400,487,584,1119,1362,1368,1553,1607,1281,459,615,249,543,444,640,338,275,36514,28371,3186,72,981,8,1222,2674,36514,30334,6180,23672,11235,67,94,163,69,32,76,9,61,2147,612,1646,753,3315,28210,19217,19217,18671,546,0,8993,132756.0,59275.0,12283,9637,21422,4399,14688,11372,2241,775,1715,4176,68.12,2.84,77.7,8.73,2.69,16.93
75033,47416,1380,1789,2394,2211,814,691,1034,978,1358,2452,2829,2087,1492,301,288,191,390,277,351,124,25,1393,2127,2555,1647,595,867,501,1153,1869,2615,2664,1810,1091,316,279,244,413,344,425,182,170,47416,29928,5339,12,6014,0,1435,4688,47416,40901,6515,28253,14177,148,0,48,44,19,30,20,86,1441,619,1714,892,5848,34387,25148,25131,23973,1158,17,9239,165218.0,64437.0,15042,15496,28084,3136,21350,14431,1441,667,1758,6789,73.13,4.61,63.12,11.26,12.68,13.74
75034,48749,1300,1530,1310,1232,815,1047,1850,1881,2086,1791,2217,1782,1166,428,564,444,292,379,358,239,193,1372,1669,1261,900,218,1530,2657,2037,2100,1740,2173,1737,1152,471,849,178,353,667,562,347,513,48749,29098,4555,219,9028,48,1270,4531,48749,41637,7112,33206,15670,164,14,129,82,0,16,132,118,1451,492,1521,864,5755,39501,29196,29155,28271,884,41,10305,104323.0,67220.0,20853,10574,32291,4525,24051,16084,1465,621,1603,6635,73.91,3.03,59.69,9.34,18.52,14.59
75035,83930,3154,3237,4476,2444,1295,1212,1327,2191,3227,4226,5234,3369,2111,584,751,412,410,858,376,368,123,1919,3463,3955,2748,1149,1051,1460,2172,4309,4723,4693,2293,2101,513,806,463,898,1359,479,659,306,83930,37307,7423,317,29134,0,2389,7360,83930,73406,10524,52801,25567,169,0,4,60,3,74,5,178,2255,1163,2521,1317,9756,62098,45394,45355,43462,1893,39,16704,154811.0,59648.0,26920,25396,50797,6711,39224,25919,2255,1167,2581,11150,73.1,4.17,44.45,8.84,34.71,12.54
75036,31792,775,1541,1693,685,258,268,358,730,1200,1619,1407,845,913,334,340,535,332,835,637,188,174,789,1116,1269,587,207,535,756,789,1396,1757,951,1127,866,329,460,308,211,960,847,452,71,31792,17929,2567,49,8815,109,636,1687,31792,28547,3245,21727,10447,11,16,13,42,91,0,0,152,1329,746,624,533,3733,24117,15877,15869,15239,630,8,8240,137902.0,60597.0,11343,8455,17445,5550,12935,10610,1345,759,666,4357,65.83,3.97,56.39,8.07,27.73,10.21
75038,32559,1648,1021,833,461,425,584,1895,2137,1798,1569,916,862,702,155,250,106,158,500,75,44,96,1556,1157,583,301,268,913,2148,1958,1548,628,948,981,717,182,301,149,300,495,207,149,203,32559,9849,10693,102,9524,15,953,1423,32559,26823,5736,22177,11263,131,10,27,194,67,17,19,125,2145,557,1896,728,3113,25521,19815,19815,19091,724,0,5706,69678.0,43364.0,13716,7560,21885,2482,17388,11538,2155,584,2090,3925,77.64,3.65,30.25,32.84,29.25,17.62
75039,21795,887,542,360,179,88,556,1801,1719,1533,1111,732,535,487,159,120,274,101,186,38,19,0,704,617,129,76,25,372,2229,1678,1044,705,673,315,589,211,158,269,136,120,86,17,0,21795,8639,2719,68,7962,60,490,1857,21795,18454,3341,17045,8815,0,25,0,43,0,0,47,0,559,253,773,575,3377,18499,15170,15123,14696,427,47,3329,100474.0,70913.0,11306,3494,16840,1246,14075,8862,584,253,816,3952,82.0,2.82,39.64,12.48,36.53,15.33
75040,63143,2229,2209,3017,1385,1177,1618,2106,1996,2088,2002,1739,1710,2303,855,946,598,649,838,978,335,95,1336,2129,2325,1365,783,1080,2245,2160,2199,1854,2059,2148,2189,872,957,672,596,1618,898,609,316,63143,27637,7883,448,7697,0,4895,14583,63143,31948,31195,40630,19238,800,432,1086,759,765,503,397,509,4989,958,2574,1571,2652,48901,33418,33412,31886,1526,6,15483,70592.0,28290.0,20062,15995,37086,8202,24306,20944,5421,2044,3333,5491,68.34,4.57,43.77,12.48,12.19,49.4
75041,31344,1416,1199,1329,570,695,888,1339,1344,1031,952,1147,866,859,221,453,226,220,431,136,91,95,793,1381,1430,589,404,1226,991,825,920,710,980,1103,680,193,480,248,427,471,286,344,251,31344,14975,1860,299,813,0,4784,8613,31344,9100,22244,18320,9411,434,197,635,426,699,486,307,198,2622,494,1232,356,1032,23518,16047,16047,15402,645,0,7471,62744.0,27092.0,9728,8707,18307,3226,12208,10350,2819,1129,1658,2573,68.23,4.02,47.78,5.93,2.59,70.97
75042,37925,1125,1494,1740,972,471,858,1230,1279,1262,1270,1104,1416,1171,310,573,352,532,397,252,261,132,1132,1749,1736,1015,586,942,1228,1390,1095,1099,1537,900,1061,491,650,168,259,478,423,280,236,37925,15851,5015,396,5593,0,3109,7961,37925,17827,20098,22836,11541,675,415,473,392,328,525,283,332,3015,597,1682,777,1469,28314,19390,19373,18408,965,17,8924,60118.0,24020.0,11471,10963,21923,3770,14810,12831,3430,1070,2074,3099,68.48,4.98,41.8,13.22,14.75,52.99
75043,64296,2063,1661,2376,2198,667,1573,1970,2556,1764,1790,1938,1916,2072,1110,1057,572,605,1153,536,323,289,1744,2591,2556,1268,1356,1501,1928,2360,2234,2030,1766,2178,2397,949,1044,596,987,1211,876,510,541,64296,27875,14692,526,4281,7,5175,11740,64296,41710,22586,41258,19651,602,281,407,176,390,340,610,794,5148,1402,3189,1784,2887,50531,34582,34537,32322,2215,45,15949,72079.0,30227.0,22026,16457,38156,8199,24430,21657,5429,1809,3365,5401,68.44,6.41,43.35,22.85,6.66,35.13
75044,47010,1494,1644,1335,845,369,1165,2252,1397,1524,1390,1316,1111,1437,840,825,456,666,749,722,217,294,1778,1501,1438,776,428,1645,2098,1429,1282,1475,1321,1464,1915,668,888,814,758,1155,424,298,234,47010,20894,8490,108,8187,66,1692,7573,47010,34630,12380,31419,15196,487,60,218,157,114,51,67,324,3755,920,2234,1080,3493,37138,26273,26273,24905,1368,0,10865,84016.0,39440.0,16357,10811,28239,6787,18059,16074,3815,1138,2391,4738,70.74,5.21,44.45,18.06,17.42,26.33
75048,28210,583,779,890,493,541,341,830,670,1052,992,1034,1368,1089,382,428,306,141,497,74,352,84,738,1001,1200,756,426,667,566,927,945,1168,1625,1091,729,638,232,347,283,718,427,207,92,28210,16073,3401,345,5318,67,768,2238,28210,25470,2740,19294,9299,108,0,0,6,93,34,143,61,1909,483,1426,770,2771,22726,16460,16460,15625,835,0,6266,126792.0,56161.0,9725,6440,17741,3528,12268,9611,1909,483,1432,3668,72.43,5.07,56.98,12.06,18.85,9.71
75050,43856,1543,1327,1548,939,693,998,2503,1553,1189,1376,1202,1447,1159,573,514,610,498,489,366,204,420,1416,1886,1416,746,531,1373,2305,1650,1247,1382,1502,1233,1255,539,573,212,320,730,341,329,318,43856,20201,8499,389,732,36,8898,5101,43856,19137,24719,28039,14103,441,272,732,405,640,96,228,326,4859,721,1902,539,2074,34255,24805,24776,23506,1270,29,9450,68421.0,31609.0,16155,10821,26797,4837,18589,15098,5131,1453,2307,3349,72.41,5.13,46.06,19.38,1.67,56.36
75051,40166,1447,1705,1869,684,526,1042,1308,1405,1172,1526,1199,1083,1114,318,326,213,357,566,325,95,158,1232,1855,1449,1444,654,950,1591,1392,1316,1189,1430,1267,775,374,851,458,529,596,328,263,490,40166,17508,5090,174,876,0,9065,7453,40166,12157,28009,24014,11165,814,373,856,496,617,302,374,474,3347,627,1018,598,991,29861,19345,19311,18272,1039,34,10516,49485.0,21778.0,13290,11685,22808,4378,15878,12827,3720,1483,1514,2508,64.78,5.38,43.59,12.67,2.18,69.73
75052,94636,2933,3007,4345,2796,1744,1781,3185,2757,3202,3474,3166,2596,2950,1213,1463,701,993,1110,696,345,384,2641,3477,4057,2776,1099,1735,3590,3219,3657,3906,3015,2545,3391,1273,1525,1233,1287,1508,534,406,546,94636,33405,26728,398,9248,24,11869,12964,94636,57307,37329,59870,28235,894,36,379,508,401,471,428,809,7747,2096,4159,2756,5288,72259,51609,51552,48810,2742,57,20650,84055.0,33975.0,30996,26032,56486,9743,38312,30366,7783,2475,4667,8916,71.42,5.32,35.3,28.24,9.77,39.44
75054,17261,427,947,1285,733,136,144,182,322,780,622,807,715,665,109,212,107,172,86,72,2,20,517,543,663,850,102,215,487,387,882,665,915,962,260,164,194,77,230,155,24,26,158,17261,6574,5903,108,2573,0,337,1766,17261,14622,2639,10459,4873,4,0,47,0,55,0,0,18,426,264,547,428,1868,12496,8719,8705,8500,205,14,3777,154412.0,51396.0,4941,5965,9927,1129,7726,4895,426,311,547,2351,69.77,2.35,38.09,34.2,14.91,15.29
75056,65785,2086,1674,1913,1175,769,903,3070,2717,2557,2521,2748,2897,2250,742,1138,614,543,507,556,178,89,2437,1636,1843,1214,306,1614,3502,3133,2918,2228,2910,2329,2330,660,1037,332,571,925,613,266,359,65785,37703,6414,307,10780,0,2873,7708,65785,53039,12746,47240,23127,154,113,31,60,184,91,152,225,3699,1773,2766,2049,7930,53437,41742,41742,40125,1617,0,11695,111589.0,58038.0,26243,13978,45279,5553,33530,23658,3812,1804,2826,10254,78.11,3.87,57.31,9.75,16.39,19.38
75057,17280,753,550,717,216,109,535,942,873,611,536,382,495,458,197,329,171,72,50,83,62,59,764,664,915,275,181,471,771,979,743,505,380,459,554,133,156,180,83,159,140,118,120,17280,10550,2004,108,428,0,840,3350,17280,9718,7562,10800,5320,356,44,116,240,112,154,106,132,1308,338,602,316,1093,12797,9824,9750,9441,309,74,2973,73935.0,34169.0,6583,4854,10799,1297,7676,5914,1352,454,842,1675,76.77,3.17,61.05,11.6,2.48,43.76
75060,48997,2066,1970,1485,1127,1256,955,1628,1499,1427,1744,1535,1399,1215,676,705,1047,483,502,204,351,140,2093,1714,2228,1474,837,992,1453,1675,1382,1790,1309,1638,1456,425,1107,468,483,570,437,639,186,48997,21501,2258,352,3189,0,13194,8503,48997,15234,33763,29573,14555,658,571,1208,954,1501,355,277,447,3418,654,1346,489,1898,36650,24339,24339,23155,1184,0,12311,67479.0,25648.0,14516,14157,28103,5510,18479,15937,3989,1862,2300,4243,66.41,4.86,43.88,4.61,6.51,68.91
75061,56319,2195,2056,2477,1295,724,1545,2311,2406,2131,2441,1841,1574,1544,665,664,459,447,559,349,177,118,2245,1971,2446,1341,689,1503,2050,1820,2002,1844,1776,1973,1189,443,611,340,485,680,445,359,492,56319,24699,4594,431,2473,24,15591,8507,56319,16586,39733,34195,17686,847,718,1332,978,1420,383,383,636,4744,835,1603,984,2074,42043,30445,30445,29037,1408,0,11598,58236.0,24995.0,18697,16026,33746,4910,24169,19552,5462,2167,2581,4861,72.41,4.62,43.86,8.16,4.39,70.55
75062,52772,2081,1958,2093,1508,947,1213,2410,2035,1593,2222,1691,2072,1153,519,648,302,275,544,362,343,80,1905,1925,1916,842,545,1346,2233,2543,1433,1798,1739,1406,1263,403,677,294,301,1013,312,239,266,52772,22006,7602,92,7563,4,8665,6840,52772,26602,26170,32169,16249,776,1051,693,286,744,221,297,322,3157,792,1514,1281,3551,40100,29070,29070,27919,1151,0,11030,68692.0,29906.0,17665,14228,31889,4331,23175,17644,4208,1485,1800,5797,72.49,3.96,41.7,14.41,14.33,49.59
75063,44570,2230,1913,1503,1105,412,548,1808,2380,2207,2094,1763,1307,1408,267,396,121,349,322,213,197,126,1623,1549,1445,744,485,769,1961,2280,2395,2211,1376,1318,1129,223,450,304,270,423,217,98,152,44570,9816,5831,218,26082,59,524,2040,44570,41343,3227,29765,14958,107,0,0,56,0,89,47,86,1124,468,1367,560,5674,33787,24319,24127,23197,930,192,9468,106909.0,52199.0,17497,12112,29187,2792,23100,15198,1124,468,1423,6323,71.98,3.85,22.02,13.08,58.52,7.24
75065,12787,231,243,252,162,572,292,262,570,462,476,457,630,345,39,212,246,227,212,55,20,5,274,466,658,331,148,314,420,297,491,667,442,559,579,95,440,114,51,124,56,95,16,12787,10591,450,171,295,0,82,1198,12787,9332,3455,8664,4218,10,0,42,48,451,18,47,48,781,475,428,374,1251,10412,7986,7986,7772,214,0,2426,95403.0,42057.0,4646,2617,8769,1221,5733,4323,781,517,476,2094,76.7,2.68,82.83,3.52,2.31,27.02
75067,67117,2270,1975,1886,1168,806,1137,3835,3138,2814,2868,2099,2047,1916,663,622,482,284,639,420,224,295,2220,2212,1931,1464,699,1486,3558,3414,2522,2820,2434,2219,2235,516,851,469,541,1049,563,481,507,67117,36411,9764,518,7404,48,4988,7984,67117,45460,21657,46525,22346,855,157,456,292,384,383,267,462,4785,1914,3143,1743,5207,53691,41303,41275,39700,1575,28,12388,75224.0,38241.0,27074,15126,44699,5954,33768,23930,4942,2370,3435,7717,76.93,3.82,54.25,14.55,11.03,32.27
75068,68074,2714,2598,3944,1664,693,644,1501,2838,3140,3926,2631,1857,1448,574,993,198,681,714,592,107,59,2074,2560,3108,1764,514,874,1601,3350,3953,3393,2173,1891,1886,679,520,639,574,860,512,201,214,68074,35822,13037,781,7053,48,2440,8893,68074,53188,14886,43705,21259,339,36,20,197,209,235,366,309,3872,1611,2668,2540,6044,49784,36738,36738,35042,1696,0,13046,119464.0,44684.0,21699,20426,41079,5351,32254,22273,3908,1631,2865,9028,73.79,4.62,52.62,19.15,10.36,21.87
75069,39048,609,1166,1629,751,874,1021,993,1260,1092,1497,1019,1147,1310,526,451,426,538,653,666,305,200,1150,1007,1319,1095,612,635,1191,1367,918,1340,1306,1161,1330,477,601,488,611,1229,665,580,744,39048,28950,4218,115,919,15,1018,3813,39048,27019,12029,26091,12083,175,94,779,123,82,99,182,126,2659,672,1491,897,2898,31521,19642,19633,19194,439,9,11879,74967.0,43389.0,15279,8726,22128,7105,14291,12566,2753,1451,1614,3976,62.31,2.24,74.14,10.8,2.35,30.81
75070,57516,1694,2638,2020,1447,709,1211,1395,1652,2367,3242,2188,1813,1685,438,543,321,744,472,560,127,408,1971,1915,2168,1283,985,1642,1860,2163,2519,3351,1991,1700,1316,582,686,378,427,575,554,437,253,57516,33377,7739,354,10994,9,825,4218,57516,49896,7620,36747,17955,105,20,13,0,28,65,0,100,2462,1068,2035,1316,6802,44014,32476,32470,31111,1359,6,11538,101188.0,49159.0,21648,15136,36038,5256,26241,18160,2482,1081,2035,8211,73.79,4.19,58.03,13.46,19.11,13.25
75071,66298,2492,2737,2784,1289,1299,675,1710,2248,3186,3069,3018,2385,1792,760,800,475,489,1007,498,304,207,1986,2702,2797,1461,730,569,1522,2240,2705,2542,2290,2395,1922,809,1019,553,1000,936,699,580,561,66298,42848,8529,517,6289,110,1408,6597,66298,55582,10716,43721,21948,166,42,336,220,75,196,165,126,3458,1160,2943,2002,7400,49805,34536,34529,33129,1400,7,15269,124763.0,51262.0,21977,18248,39685,7309,29310,22405,3500,1496,3163,9673,69.34,4.05,64.63,12.86,9.49,16.16
75072,55304,1748,2265,3085,1611,795,751,821,1245,2088,2568,2604,2131,2011,758,465,266,658,840,419,363,308,1469,2372,2862,1265,581,489,885,1122,2507,2663,2020,2164,1758,515,626,319,697,934,551,479,270,55304,38640,4265,115,6127,12,1212,4933,55304,48873,6431,35055,17545,32,33,79,11,115,78,22,23,1607,900,1888,1748,7189,40381,28227,28227,27155,1072,0,12154,147321.0,57086.0,17785,16677,31567,6104,22818,17622,1640,979,1899,9130,69.9,3.8,69.87,7.71,11.08,11.63
75074,51443,1568,1684,2124,1046,969,1374,2027,2175,2006,2178,1338,1377,2188,483,730,375,445,606,343,284,115,1726,1189,1576,1150,687,1278,1995,1951,1740,1914,1360,1574,1701,671,655,581,583,954,446,224,479,51443,27246,5513,167,6834,38,3789,7856,51443,33278,18165,33498,16670,546,394,699,253,430,139,48,245,2555,521,2098,1380,4482,40981,28308,28308,27146,1162,0,12673,78441.0,38148.0,17979,12063,32371,5435,21635,17509,2949,1220,2351,6431,69.08,4.1,52.96,10.72,13.28,35.31
75075,37032,964,1029,981,510,582,871,1174,1198,1418,1711,844,1039,980,591,605,278,802,1067,543,489,338,1020,927,996,393,380,480,1051,1402,1298,1236,1237,1070,1235,489,518,365,792,1056,684,813,507,37032,25778,2359,28,4972,0,721,3174,37032,31722,5310,26830,13077,54,40,51,115,288,181,109,140,1758,720,2070,799,4293,30878,20633,20563,19679,884,70,10245,89081.0,48759.0,14600,6820,21409,7734,14678,13380,1798,771,2185,5561,66.82,4.3,69.61,6.37,13.43,14.34
75077,39853,1033,1548,1126,1311,478,681,1209,994,1593,1133,1485,1723,1477,521,778,537,407,892,367,268,126,1054,1383,1113,957,382,665,941,681,1328,1733,1376,1475,1695,432,675,343,597,962,423,226,650,39853,29232,2820,147,3080,36,1019,3519,39853,34903,4950,27047,13510,107,3,0,0,15,40,20,186,1966,850,2519,1058,4978,31954,21718,21701,20760,941,17,10236,120254.0,52852.0,13801,9525,23455,5798,15671,13823,1969,850,2519,6091,67.97,4.34,73.35,7.08,7.73,12.42
75078,40513,1292,2210,2066,1429,629,381,1149,806,1429,1890,2111,1786,952,128,372,253,256,362,330,195,178,1418,1845,1959,949,390,187,815,1437,2109,1690,1924,1829,837,156,240,164,300,535,444,100,78,40513,27848,2960,92,4992,27,1134,3460,40513,36348,4165,24855,12197,35,77,10,22,78,72,1,130,1111,417,1371,598,5150,28859,20774,20718,19835,883,56,8085,178254.0,63630.0,11942,13168,23247,3195,18975,12363,1188,427,1393,5898,71.98,4.26,68.74,7.31,12.32,10.28
75080,52184,1888,1080,1562,839,1824,1240,2011,2359,1731,1094,1140,1740,1294,632,589,474,401,521,476,527,444,1536,1599,2052,1079,1212,1177,1897,2175,1798,1585,1128,1675,1209,551,623,322,484,1016,473,575,662,52184,32634,4535,410,6347,16,3383,4859,52184,41094,11090,31606,15433,332,57,141,161,74,36,94,39,2162,614,2099,904,4950,41975,28429,28420,27070,1350,9,13546,86341.0,43968.0,19011,11635,30684,6375,20333,15898,2219,755,2260,5964,67.73,4.75,62.54,8.69,12.16,21.25
75081,36493,1531,1142,1103,476,328,368,1438,1896,1249,1156,840,1220,1023,487,479,358,487,807,430,135,111,1436,874,1085,706,386,829,1726,1582,1798,940,1199,1256,1180,434,581,406,400,728,523,296,280,36493,20501,7546,95,4637,43,1645,2026,36493,29914,6579,25445,12116,211,0,272,296,243,15,75,194,1821,635,1670,1319,3444,29118,20770,20750,19906,844,20,8348,88161.0,42785.0,14005,8353,22395,4961,16300,12596,1821,907,1966,5021,71.33,4.07,56.18,20.68,12.71,18.03
75082,29386,583,479,770,389,235,633,1765,1071,1152,580,1208,944,1264,398,462,255,463,500,356,142,39,536,873,654,572,506,906,1327,1208,1119,900,1511,1158,657,489,712,134,431,819,211,113,132,29386,16527,2748,15,7288,0,899,1909,29386,26815,2571,21520,10599,119,0,17,0,98,0,36,15,607,831,1064,781,3943,25168,18647,18647,17447,1200,0,6521,108869.0,62563.0,12184,4856,20205,3595,13943,10769,607,848,1064,4822,74.09,6.44,56.24,9.35,24.8,8.75
75087,40201,1173,1991,1463,1441,471,680,1013,854,1924,1400,1444,1312,1688,205,444,455,305,913,448,311,108,1206,1371,1436,866,405,522,1073,1214,1272,1559,1452,1322,1447,337,554,485,715,774,698,376,345,40201,30837,1906,739,1628,66,750,4275,40201,33372,6829,26447,12824,0,22,61,29,54,38,79,190,1630,1026,2120,852,4431,30704,21740,21699,20831,868,41,8964,124583.0,53299.0,14195,10947,22592,5933,15839,13093,1652,1087,2149,5375,70.81,4.0,76.71,4.74,4.05,16.99
